id,label,number,X,Y,local_density
c2173,Efficient logistics optimization,3702,19192.213970654346,15440.188441892687,14
c594,Wastewater optimization,797,16164.684819402102,39845.65581621258,14
c238,Algorithmic Test Optimization,2401,48135.130104625,35784.0003811147,14
c60,Variant Prioritization,2203,44641.68819017011,38809.515724088735,14
c167,Dementia diagnosis,2486,48255.63733903447,32723.042048943484,14
c2404,Image registration enhancement,42,29964.595270243102,35512.58586997353,14
c1583,Rock discontinuity mapping,1102,21056.24642122243,40376.00947586627,14
c1223,AI Impact Report,2756,40149.43363943015,20740.339997920946,14
c3855,Parallel Simulation Optimization,3472,31058.071668610413,15549.915807552714,14
c2184,Automated stroke analysis,2041,43191.12690497952,44709.000008616524,14
c194,Motor control algorithms,441,7776.593848475561,25173.872437708673,14
c2034,Precision Agriculture,906,20738.234567859494,46292.933273102855,14
c1531,Dental imaging algorithms,1882,40122.33002508548,45239.94350415986,14
c2005,Quantum Key Algorithms,3216,36203.62708143539,9555.917326230745,14
c815,Human Mobility Algorithms,3549,28078.019338919315,19748.95475064515,14
c1871,Healthcare algorithms,2602,46472.512340514164,30958.551551569464,14
c1725,Fatigue analysis,624,14997.900018018561,33682.47850292117,14
c3879,Autonomous vehicle optimization,250,17454.826189302377,20538.37085807445,14
c1549,Blade optimization,490,11761.303052130668,30894.15627073101,14
c2464,Visual Quality Assessment,1306,31973.593164686725,33723.47907841831,14
c771,Morphometric Algorithms,1688,37491.880014352486,40976.830747829765,14
c1764,Root analysis revolution,1001,25210.370811667093,46925.25468091808,14
c2816,Efficient facility location,3852,25865.33259406783,16151.24765528341,14
c1611,Cardiac strain estimation,1884,39599.25600154055,45645.9680831936,14
c131,Gene selection algorithms,2189,43404.67589653568,37233.20494521078,14
c1818,Parkinson's prediction,2599,46619.138882609856,30476.754509071452,14
c2718,Surgical algorithm advancements,1869,38397.81139036162,45165.56451117024,14
c1789,Climate Change Impacts,1817,32308.074172059427,44269.70023273835,14
c3378,Optimal robot trajectories,225,18294.23828521299,23425.37324960655,14
c777,Intelligent Adaptive Agents,3084,34921.72193319719,17357.06277057031,14
c3671,Optimizing Vehicle Routing,3711,19580.46217894517,15496.08429786605,14
c3198,Algorithmic Approaches,2413,49759.94601886526,36515.50357390997,14
c2201,Visibility forecasting,875,18768.96148627088,43965.18015452329,14
c4051,Imaging-based stroke treatments,2219,48742.504716719464,39854.04277633131,14
c1993,AI in Healthcare,1455,46062.82331476914,27429.972871175458,14
c2897,Water Distribution Optimization,649,12143.587243289378,35896.14154738959,14
c3659,Algorithm optimization,98,20293.623245803305,34282.304361949566,14
c3776,Groundwater management algorithms,857,17102.134401465424,43306.30922419283,14
c2488,Satellite task optimization,256,16935.77486588581,21107.450837757613,14
c307,AI-driven Innovation,2792,40582.41104842338,19617.687781842615,14
c4108,Full-Duplex Algorithms,3372,23925.509064370475,10583.955835542052,14
c3410,Automated genre classification,2952,42726.63511641674,23830.899396209978,13
c2322,Optimizing SLM Performance,1237,26940.225912447604,38511.93780459634,13
c2920,Bacterial strain analysis,2154,46416.13653085698,39378.96645782274,13
c1033,Quantum control algorithms,4,28785.36817364065,30951.45184808262,13
c2563,Peanut allergy diagnosis,2343,48738.11827773745,39132.228710298004,13
c3412,Energy-efficient scheduling,3720,25043.64624572766,12256.167468923522,13
c2874,Big Data Challenges,2790,40944.26712339211,20143.09336334072,13
c820,PET Algorithm Advancements,1850,36963.7852163688,48812.314956972885,13
c1110,Disjoint path algorithms,3525,29036.89581936238,16608.5238457507,13
c2193,Evolutionary robotics,3915,22920.964140536955,22174.023036707178,13
c2217,Machine learning optimization,555,15977.859359523072,31383.93284457071,13
c791,Optimization algorithms,3596,26482.1731422026,24775.767668307464,13
c1913,Peptide design algorithms,1654,38875.869443823314,41045.7244956926,13
c1769,Algorithmic Advancements,1121,22077.209171032722,37657.85409029613,13
c1930,Drought prediction,868,17324.21566264614,43564.17536114955,13
c1903,Requirement prioritization,3103,36634.24115794665,14681.247651831089,13
c2260,Optimizing Cognitive Networks,3288,26220.172912072405,7168.922923996612,13
c3528,Wireless network optimization,3255,27627.384929340864,8039.064509467738,13
c1218,Chicken diet optimization,1793,32249.05617505414,41377.07866523243,13
c414,Material wear optimization,602,15512.411207755316,34029.46537143168,13
c1635,Algorithmic policing,2765,41515.11281347021,20782.146917275364,13
c1106,Strip Packing Algorithms,3827,22606.428083857303,16081.907550288597,13
c990,Food image analysis,1574,40768.985838749344,32819.105513829665,13
c2708,Optical waveguide analysis,1113,23000.73620365766,37461.90908731528,13
c3919,Ant-based Optimization,3252,28182.28042889429,7657.552629256479,13
c3161,Secure OFDM Systems,3192,36943.43339025612,8924.848735627242,13
c1879,Spatial audio processing,3985,24326.698861994897,29023.433106049677,13
c3095,Wireless video optimization,3265,29539.657385740094,8777.362513895037,13
c4042,Laser Welding Simulation,678,16528.019648813635,35299.30557484179,13
c512,Structural algorithmic analysis,625,15106.158990662303,33233.776261714454,13
c4010,Muscle analysis automation,1613,43955.87325339199,41496.503416944746,13
c2458,Acoustic analysis optimization,745,19377.329409665985,36015.43813171851,13
c3349,Quantum dynamics advancements,1206,28126.264879201382,40583.04856969022,13
c470,Temporal Reasoning,3080,35170.77210667136,17463.589487825142,13
c244,NMR Algorithm Advancements,1805,32830.622721254775,42861.74299723045,13
c30,Dopamine receptor research,2020,40511.07556097864,44689.11313552843,13
c4015,Drift compensation algorithms,1042,27930.513652393613,43829.23275114254,13
c2799,Bean authentication,1027,26786.681712992868,46744.682987271255,13
c2537,MDR-TB Breakthrough,2317,50374.18699342555,38684.6809378399,13
c3844,Quantile Regression Algorithms,2645,36599.09886390709,26990.41720588328,13
c3599,PCR Algorithm Optimization,2174,43543.160430618846,40067.7855060248,13
c2770,Algorithmic Robotics,245,19634.1830374704,21527.451992546114,13
c2130,Quantum simulation,25,28528.83650858038,33181.705964176756,13
c3411,Optimizing location updates,3343,27343.000069421327,8419.181199867042,13
c250,Key Agreement Advancements,3193,37807.04067244929,9855.897754014008,13
c3985,Drug Discovery AI,1701,38091.85667609246,40384.86392594171,13
c834,Construction optimization,3946,22239.804932556814,26029.245846502545,13
c3243,Control Systems Algorithms,200,18904.836763400555,25106.107066610148,13
c3369,Holographic particle tracking,1203,28218.54201036129,40338.665378643396,13
c2929,Improved Cardiac Imaging,1896,39780.17324884969,47083.7378734128,13
c2306,Oxygen monitoring algorithms,2398,48157.18484658801,36651.41105755605,13
c452,Deep Text Classification,2920,44160.71712704426,19629.733433001424,13
c1979,Water optimization algorithms,813,15821.851825053054,41439.16800504453,13
c2939,Deep Learning Prostate Segmentation,1946,42591.18155233515,47046.53133271847,13
c4102,Algorithmic diagnosis,2460,48888.00189487345,35692.48075794788,13
c243,Efficient data mining,2977,37959.06003625154,18527.43798244697,12
c3822,Cloud Optimization,3409,33108.159500153575,10691.263845473546,12
c2973,Gear Optimization,316,11487.874413091067,27439.301756240508,12
c54,Cartilage analysis advancements,2018,41062.73803017758,44584.89507753915,12
c2657,Chronic Back Pain Algorithms,2376,48809.47734917071,36026.43759836274,12
c3250,Algorithmic advancements,2329,49080.537502182735,39032.154343552975,12
c3338,Boolean function learning,3034,34932.634979921764,20627.630322151614,12
c2025,Magnetization reversal,1179,26011.28438831436,40156.01016169284,12
c3914,Lung cancer algorithms,2082,46664.99473341915,43063.8037225042,12
c2261,Financial risk analysis,2982,37971.04497212051,19697.5016287116,12
c2794,Cryptographic algorithms,3187,38571.34547928258,9852.87519612008,12
c2564,Air pollution analysis,947,20164.97588887235,44304.187134894826,12
c547,Channel Assignment,3279,26607.74768070366,7840.880496021036,12
c805,Trabecular Analysis,1880,40294.376643246105,44900.46992050701,12
c2515,Deep Weather Learning,871,17167.423184230625,43972.33082487415,12
c3826,Fault detection algorithms,403,8198.639484402778,23709.936279852584,12
c1773,Algorithmic Advancements,2333,49416.037501507104,39711.53452392273,12
c2972,Accelerating Medical Imaging,1764,34536.25027018041,46136.97121500231,12
c3833,Optimizing Bioproduction,778,18702.991798130857,40248.46253793099,12
c1104,Digital Challenges,2779,41539.86195013316,19914.60927412624,12
c4030,AI in Manufacturing,3874,24220.25659561022,20529.398549974358,12
c3703,Satellite scheduling,3296,26390.285324744924,8226.468562176047,12
c105,Optimization algorithms,3640,26114.33425857069,18952.223093245077,12
c3664,Algorithmic diagnosis,2224,48160.35240633489,40356.14603304202,12
c3749,Spectral imaging algorithms,1779,30626.84079087477,38239.12474343006,12
c846,Meta-holography advancements,1240,26000.37330550409,37980.160256939314,12
c3669,Pavement optimization,652,13357.007731889888,35718.18727282672,12
c893,Adaptive filtering advancements,3995,24621.323624283716,26092.959606278808,12
c2977,Stroke outcome prediction,2402,48326.842349274506,35985.05343254065,12
c218,Memristor Neural Networks,2749,33681.89540636614,23955.77226542358,12
c1912,Fault detection algorithms,181,17368.662350511702,26466.554657657107,12
c85,AI-enhanced mammogram analysis,1999,42185.140678718446,45091.41770628675,12
c2145,QoE Optimization,3226,30526.574510976814,8981.975262499414,12
c56,Arterial Elasticity Assessment,1887,38958.33698587065,45543.49694911231,12
c882,Battery Acceleration,1104,22096.33461944751,40475.44842181663,12
c1733,Nonlinear equation convergence,4000,25610.11293431653,26296.27599297922,12
c2518,Efficient image matching,1307,32047.94623964455,33528.61349921586,12
c3604,Parallel Robotics Algorithms,3921,21577.81708291626,23461.12718910804,12
c484,Enhanced question-answering,2902,44942.07986885612,20218.256523781492,12
c2715,Emotion analysis,1444,45850.77296098889,24016.16351846709,12
c222,Water quality prediction,805,16741.56363799007,42332.12729138566,12
c3898,Mosaic creation algorithms,1302,31591.395365521472,33878.81902244434,12
c2500,Ovarian Cancer Algorithms,2112,46376.669748349435,42052.838138949155,12
c1340,Water Optimization Algorithms,810,15975.071535696832,41106.01021969909,12
c2528,Wastewater optimization,669,15611.395204647302,37475.24627600258,12
c2014,Pressure ulcer algorithms,2332,49372.0739439421,39687.89896894949,12
c299,Community detection,2972,38890.19084366294,17991.47705128362,12
c496,Protein interaction prediction,1602,40741.38785582465,37972.483436189345,12
c1351,Optimizing Batch Crystallization,746,19499.176502660455,37603.58143260216,12
c3756,Enhanced particle filters,3991,23454.25713660814,26131.212405369013,12
c3673,Variational Inequality Algorithms,3613,25897.659531237718,24411.428521612033,12
c841,Microscopy image enhancement,1790,31984.94923170211,41775.850265796806,12
c2482,Cloud workload prediction,3397,32819.47496162938,9398.076285587678,12
c103,Discriminant algorithm advancements,1538,37199.276388278435,27594.33116604477,12
c1752,Efficient CNN Acceleration,2745,33639.11368854198,22916.054187189882,12
c2646,Optimizing Truss Structures,575,15424.830618884378,28574.99068760914,12
c4129,AI in healthcare,2513,46461.24852719478,33728.60190610222,12
c2527,Plant compound analysis,1682,36943.09485339109,42102.38790871731,12
c810,Distributed algorithms,3415,32636.82662171612,12721.781087938165,12
c3902,Optimization algorithms,3604,26671.039721057074,23488.749356043125,12
c227,Enhanced image segmentation,1274,33459.49566176994,35855.72425105707,11
c3577,Islanding detection,341,9232.638270624084,23935.96422525419,11
c469,Cancer prognosis prediction,2114,46178.245722483174,42707.65108279174,11
c2212,Construction optimization,3802,20453.63033577306,17710.547813709753,11
c272,Optimization algorithms,3606,26192.20164065514,23215.222079534014,11
c3801,Algorithm performance,1060,26596.9865119379,44127.61350357452,11
c658,Educational algorithmics,2892,44406.91975807467,19584.21037918838,11
c1046,Trust in Algorithms,2829,39832.80675930316,15105.954928925374,11
c1569,Chemical system modeling,1107,22737.596864315343,40729.007560989085,11
c1430,Haptic Virtual Reality,9,30461.43221037477,32179.084228586515,11
c4040,Magnetosphere mapping,894,17822.76777525506,44992.20498457184,11
c214,Robotic path planning,242,19944.439511929624,21798.44324251164,11
c1593,RNA classification,1625,42381.194860682765,39772.84544152513,11
c1512,Reservoir optimization,708,12987.453727332562,38430.95585705664,11
c2214,Underwater AI,1078,23968.168596092615,43283.072315934485,11
c2647,Processor Optimization,3432,32041.98514522268,14543.495827722763,11
c890,Optimizing sensor networks,3362,26878.662600686344,10369.232551519774,11
c2501,Seabed sediment prediction,945,20241.557517664514,43781.09553904786,11
c2502,Distributed state estimation,3832,23244.88597939643,16567.274679412152,11
c3808,Splice site prediction,2182,42752.59601269511,39522.1307271151,11
c2981,Social media algorithms,2980,38423.201653154436,19480.74688728233,11
c370,Wearable data analysis,1459,44834.76049841189,28735.08731968139,11
c2401,Turbulence Comparison,672,15086.324908334733,37337.8783242805,11
c3611,Climate Change Analysis,879,17928.868874758387,46033.370738663376,11
c3091,Algorithmic functional assessments,2609,47096.65394098217,31206.209512755777,11
c2764,Automated karyotyping,1665,40262.00398070947,42034.060888737935,11
c3317,Drug Hypersensitivity Algorithms,2326,49442.67917075333,39012.01799686529,11
c248,Cochlear implant optimization,2025,41414.353211398105,43520.208795400176,11
c3724,Algorithmic TMS Enhancement,2590,47201.87688306441,29355.613064494963,11
c89,Autoencoder Advancements,2644,36613.815707354435,26485.19763889218,11
c4066,Nanoindentation Algorithms,681,16909.002875898943,35293.44647962669,11
c3950,Improved Prostate Cancer Diagnosis,1947,42871.16571790274,47071.75582498354,11
c2565,Gas sensing algorithms,1066,26284.123317992256,43038.020812410155,11
c2607,Aortic Valve Research,2331,49543.98939697107,39345.68115926822,11
c1271,Data-driven diagnostics,1677,37005.947945323474,43310.01820131758,11
c3698,Optical device optimization,1141,24796.832719679347,37299.81350695286,11
c840,Algorithmic Lung Transplants,2350,49607.30180077767,38351.32388797375,11
c954,Psychosis prediction,2531,48672.01277228328,30962.080324974137,11
c1134,Turbo Codes,3369,25221.03293012395,10752.96010139804,11
c3827,AI Gender Bias,2782,41397.71177349391,20343.7966827961,11
c1092,Freeway incident detection,3898,22030.149428268778,21353.56861407794,11
c799,Enhanced glucose monitoring,2430,50854.19047259466,33784.83924465713,11
c1004,Corona discharge simulation,690,17102.105541878653,37521.675536445284,11
c3877,Literary text analysis,2917,43912.12319075598,19990.247248066516,11
c1052,Cell Migration Analysis,1725,35422.03647257727,41857.96928163241,11
c2253,Vibration analysis,533,14124.698684837209,30122.32239118446,11
c1482,Plagiarism detection,2828,41199.15166752541,15171.205568190817,11
c475,Driver fatigue detection,1394,42446.99490796922,28441.395385983924,11
c3892,Quantum algorithm optimization,4062,29291.61653474357,30210.14344671939,11
c792,Fall prevention algorithms,2523,47705.34157480229,31936.45797386542,11
c2800,Sustainability analysis,166,19385.38464014246,26602.98691609529,11
c1238,Simulation-based training,2443,49966.33562442129,34624.7511590096,11
c200,Optimization algorithms,3949,20410.802372383077,25504.772081647126,11
c485,Predictive maintenance,473,12882.990897118823,27770.20831696941,11
c1862,PID Controller Optimization,183,16871.840266401312,25556.0331642257,11
c3648,Game-based learning,2914,44114.53415505707,20206.58723402681,11
c2688,UAV control algorithms,268,15726.215317604288,23202.34832680559,11
c1550,Anaphora resolution,2904,44647.51216310409,20555.300877540634,11
c3842,Red Blood Cell Dynamics,1739,35856.58535001682,43936.467624316385,11
c555,Network-based drug discovery,2185,42379.47691612686,39078.03359590136,11
c3553,Data Assimilation Algorithms,861,17224.24666555867,43275.25981339399,11
c2122,Digital Pathology,2039,42578.93430770275,44817.30827948969,11
c1703,Cluster optimization,2747,33602.16172061578,23398.185279527217,11
c1641,Sensory analysis algorithms,1347,34378.0073051189,29264.808320051317,11
c1247,Enhanced X-ray Imaging,1216,29155.508417082117,41502.74541916768,11
c4111,Thyroid cancer algorithms,2083,46218.874808132765,42798.591181441734,11
c613,Image Quality Enhancement,1283,33528.475832130665,34102.2681566365,11
c3537,Ocean parameter estimation,891,17560.288794872402,45585.33557830563,11
c3058,Body Composition Analysis,2458,48920.11610599537,35648.908815070165,10
c3777,Sensor calibration,773,20006.706828013317,41773.06421495527,10
c1695,Enhancing DBS Accuracy,2606,47537.433561594386,30679.76700651842,10
c1556,Eye-tracking algorithms,1494,42043.114603448754,29368.20286412279,10
c392,AI Planning,3065,32791.510321320784,17736.106725570775,10
c1972,Algorithmic optimization,798,16764.418094807374,40536.24235071973,10
c3340,Cloud optimization,3391,32326.741832119016,9106.740295210708,10
c114,Active Noise Control,581,18276.52613225503,29191.684548256097,10
c1471,Circuit optimization,3481,30028.563783136862,15224.405839527497,10
c3670,Video data optimization,1551,36199.14727324703,30237.925765705066,10
c1693,Ant-Colony Scheduling,3701,19182.18231321753,15307.75134875613,10
c4038,Optimal pricing,3527,28501.61221749289,16054.037004946622,10
c1262,Image synthesis,1303,31292.7457617072,34100.70785888361,10
c869,Rock property prediction,711,13993.557522296476,38656.0809735827,10
c1194,Crowd simulation,3822,20640.58318570847,19038.323101264614,10
c3051,AI for Sustainability,2986,38964.841943421954,20979.95937384868,10
c2324,Polygon Triangulation,3571,28579.997810573223,22154.405954482758,10
c3991,Deep Cancer Analysis,2163,44840.13808836356,40385.83723613791,10
c1118,Optical device optimization,1143,24799.623332303443,37697.45672331767,10
c2871,Renewable energy analysis,3622,26093.59461143999,22705.04222097551,10
c1704,Shading system optimization,485,13648.314375191763,28814.14414301546,10
c1669,Algorithmic Education,2915,44050.470882590394,20129.99988516719,10
c1014,Hydrological forecasting,811,15832.252778395341,40993.58391171061,10
c3291,Wave analysis,892,17801.79537741506,45306.66798706753,10
c581,Drug prediction algorithms,1634,41157.71255758834,39465.237044639834,10
c177,Supply chain optimization,3791,19874.109810345617,14138.844517513564,10
c3374,Machine learning in drug discovery,1706,38581.225653901936,40399.08517111534,10
c3750,Optimizing Damping Properties,546,14561.781246244707,32120.41573315467,10
c1054,Spherical Robot Control,226,18243.820760709732,23696.649406110046,10
c419,AI for breast cancer,2012,41664.57025263981,44925.832642255744,10
c2400,Innovation Analysis,2798,40289.43751819277,19454.88529918465,10
c3715,Algorithmic Game Enhancement,3029,34213.5420369423,19458.910935919615,10
c1296,Hysteresis Modeling,592,16523.98761106915,33362.793909691565,10
c1361,Automated Flow Cytometry,1618,43136.21717649508,40917.04999049989,10
c625,3D Reconstruction,1322,32354.676100170356,32658.182296258634,10
c2390,Ray Tracing for Radio,128,22121.01298562166,31036.3749833624,10
c1443,Multimedia material analysis,682,16982.527855751345,35779.85579826776,10
c1234,Arabic speech processing,1431,44419.22324176717,23513.146150562883,10
c2079,Deep Learning for Equations,104,19493.938758588018,33330.008730151676,10
c778,Trauma triage accuracy,2412,49878.98804261061,36106.83101661892,10
c787,Predictive algorithms,702,13858.80287688659,37714.690820630014,10
c2989,Metric learning,2640,37069.25185141421,26413.447624399352,10
c3819,Cache optimization,3430,32297.791937165417,14249.359460238771,10
c2802,Salivary gland algorithms,2090,46597.18974621083,44047.12846209728,10
c3269,MS Algorithm Advancements,2394,48193.93504986969,37900.19200676867,10
c3525,Fake News Algorithms,2864,45884.89746164198,17673.530627946526,10
c2103,Drop dynamics,733,17793.75303288703,38263.38775464148,10
c931,Immunological scheduling,3700,18992.247449571005,14997.900753751379,10
c2314,Shape analysis algorithms,36,31017.532302132924,32989.8680010591,10
c1928,Algorithmic healthcare,2597,47506.624358573376,30417.98647058563,10
c3257,Contact simulation algorithms,679,16597.73667908789,35156.22719991235,10
c1066,Automated solder inspection,87,22813.340072806503,34211.51359948478,10
c3449,NIRS Algorithms,2605,46741.069250399654,31000.177355492964,10
c1739,Quantum optimization algorithms,4053,29395.674448782473,28805.50568265031,10
c1763,Real-time object detection,1330,33267.59476955742,32452.855877614264,10
c3979,VTE risk prediction,2369,49397.11445025579,37435.04407905051,10
c1164,Algorithmic drug delivery,1825,30779.668600489447,43948.724814654764,10
c3927,Air pollution analysis,1782,30616.49432187612,40194.51803696677,10
c601,Cancer treatment optimization,2227,47960.32476851666,40673.17402686696,10
c2018,Community detection,2974,39114.187368337,17745.59028191932,10
c3632,Cloud optimization,3390,32305.93972218519,9181.55098089265,10
c1323,Crop health monitoring,1015,23124.885512779947,47246.252069547525,10
c3823,Lung EIT Algorithms,1768,34651.90227121698,44597.612354299825,10
c2978,Multimedia compression,1345,33995.80298468159,29875.963292111992,10
c101,Adaptive Mesh Refinement,743,19121.604589328606,35426.06894142554,10
c2285,Efficient compression algorithms,1344,33422.57029672829,29667.406002005413,10
c711,Urological algorithms,2268,49733.26719185144,40607.8971447299,10
c173,Air quality prediction,787,18766.85967464035,42193.85963132512,10
c3211,Traffic optimization,3684,19357.290027521456,16880.106384832136,10
c3376,Virtual Reality Training,1609,42333.20212123954,40937.45104026259,10
c958,Autonomous UAVs,251,17351.680124992934,20325.68591039454,10
c3492,Pipeline safety,656,14166.025432972152,35113.93824332191,10
c1647,Tourism forecasting,3036,35502.605327161764,20985.22948091853,10
c3848,TBI and Algorithms,2503,48127.1699671842,32444.834240673415,10
c528,Image enhancement,1265,32253.212805737592,36265.98884008236,10
c2686,Algorithmic Environmental Research,1070,25874.616850395236,43738.40975776538,10
c1886,Solar PV optimization,437,8600.787200290782,25611.30010103276,10
c3490,Spatial Query Algorithms,3070,33672.99816126977,17946.989089360533,10
c2290,AI Teammates,2796,40008.001620244206,19969.838187010446,9
c2545,Reactor optimization,691,17303.984319061936,37450.175962537076,9
c2790,Powerline noise reduction,3724,23793.976467777728,11127.496397063398,9
c992,Blood flow simulation,75,24284.34608760396,33047.88743873599,9
c301,Graphical Gaussian Models,2642,36808.98292617266,26333.765073021284,9
c1041,Multi-target tracking,3982,22970.2454263175,29980.193560230644,9
c905,Algorithmic child welfare,2592,47409.614813491266,29350.355616244145,9
c487,High-dimensional data analysis,2646,36580.643424072434,27098.35286816172,9
c1063,Ultrasound Diagnosis,2234,48435.45913249605,41862.258977335776,9
c2959,Bacterial analysis algorithms,2172,43786.0306338318,40031.462380868106,9
c63,Optimizing manufacturing scheduling,3796,20053.99001324006,17107.131843104755,9
c3413,Radar algorithm advancements,139,22710.062753420167,32114.197878822455,9
c3402,Flow field visualization,4033,26695.35071951533,33998.63607138263,9
c3945,Credit risk modeling,2981,38595.23676961041,19539.504271600956,9
c808,Stock market forecasting,3000,37722.09679197358,19664.503625128065,9
c3503,Hydrothermal optimization,343,10278.782148478556,23913.377559602224,9
c3576,AI-Enhanced IVF,2116,45851.17649556408,42505.19447222544,9
c1637,Parallel program optimization,3478,32235.965577401552,15321.495466559234,9
c2021,Odor source localization,3923,21006.389188866735,24003.3397105503,9
c2176,Chaotic system control,3935,21571.373322362862,24932.481181580122,9
c420,Neuro-fuzzy rule learning,3574,28633.32898363977,23455.850436132063,9
c3453,Optimization algorithms,206,19876.508076102382,25578.54145883447,9
c743,Cardiovascular risk algorithms,2408,49332.73735974242,36033.79870057411,9
c3736,Algorithmic Heart Assessment,2011,41843.3048619963,44974.944533220114,9
c3351,Marine electromagnetic modeling,816,15253.102691482196,41517.67702251248,9
c2412,Explainable AI,2757,40148.11256536154,21154.495474915013,9
c3650,Rapid disease diagnosis,2022,41299.37224186268,43818.06714106478,9
c1926,Auditory algorithm advancements,2582,47123.49452773287,28443.99161727015,9
c3334,SAR algorithm advancements,1163,22149.40536545376,38894.57014451325,9
c3595,Optimizing Supply Chains,3660,21324.62861360684,16216.756048718915,9
c1458,Algorithmic drug discovery,2176,43195.804767191636,39771.21910448249,9
c3568,Multi-agent coordination,3546,27720.403048537853,19433.724643546426,9
c1924,VoIP algorithm advancements,3224,29895.22657934236,8969.978875093937,9
c2240,Reliability optimization,3908,20581.625352845287,20901.81051325772,9
c580,Remote Sensing Algorithms,957,18006.550741876898,47030.13028141018,9
c2568,Deep Medical Learning,2036,43011.55943090674,44552.065105878086,9
c1664,Flow pattern classification,664,15048.934961623545,36688.31982553421,9
c3086,Breast density assessment,1996,41896.480423165616,46141.09699159034,9
c388,Discrete choice analysis,2683,36093.843457845884,23598.71000141024,9
c707,EVs in Microgrids,386,9849.30203772472,20873.101738470134,9
c3403,Modular Design Optimization,3876,23906.53420392149,20059.932790390587,9
c2333,Machine Translation,2938,44216.03696215164,20825.57441047216,9
c876,Face recognition algorithms,1531,38264.55502734525,29476.191196727726,9
c1231,Weather forecasting,896,17703.27702196235,44311.38719543407,9
c956,Flexible spacecraft control,273,15658.22651138524,23945.276288650603,9
c192,Optimizing control systems,228,18162.236805457094,22974.22116056229,9
c2512,IoT algorithm optimization,3253,27397.355681424087,7595.420858024063,9
c3910,Solute transport modeling,818,15884.537669004389,40429.239990073525,9
c3363,Exercise prediction,2589,46661.255766140705,29250.877281824538,9
c3726,Flow measurement algorithms,741,17943.511228630552,36639.49131316182,9
c2420,Water quality modeling,856,16836.638066014642,43131.277534129134,9
c3771,Video compression algorithms,1320,32597.65756534611,32888.702953544635,9
c922,Flow simulations,697,14607.655104539937,37366.56892672451,9
c3179,Geological chronology algorithms,862,17689.79074856925,43606.56222156256,9
c3936,RUL estimation,185,14807.181362487525,27102.653128408463,9
c3920,Optimizing Satellite Networks,3322,24788.022170254673,8160.516240244269,9
c2559,Numerical approximation,99,20175.00859546047,33964.633326495124,9
c321,EEG analysis advancements,2585,47563.65824622055,28811.045894677976,9
c3337,Land use prediction,925,21140.981172404478,44952.45634772499,9
c1743,Robotic AI Research,3625,24195.11334898424,22734.055054293513,9
c3011,Error-Correcting Algorithms,3378,26748.83113222084,12300.962777716028,9
c1184,Automated systematic reviews,1442,46161.46521848886,23989.433960538732,9
c2926,Machine learning revolutionizes heart failure research,2403,48367.8663847859,35883.24080160584,9
c767,Wireless network optimization,3239,28949.546121551313,7585.883003561274,9
c2291,Liver disease identification,2363,49583.38860709339,37112.13608275536,9
c1339,Injury analysis,2208,46299.93511493464,38324.9452138972,9
c1232,Polarization Correction,1786,30139.874720017167,41963.25395813448,9
c2446,Biomedical entity recognition,1439,46368.256962665364,22533.749787937122,9
c2076,Gravity algorithms,1173,24622.427368325032,40721.583605877124,9
c1887,Genomic data integration,1641,40855.02927129281,40956.84982965621,9
c1074,Alloy optimization,749,20475.26595593062,38280.95113304758,9
c1834,Road network optimization,3501,31701.57334604809,16747.86429360084,9
c2267,Fiber-optic sensor algorithms,1241,25594.990097196365,37299.23314747013,9
c1788,COVID-19 prognosis,2400,47823.37098970359,35665.72844717543,9
c3052,Integrated Process Optimization,556,16143.456511333226,31363.31856368416,9
c386,Optimizing Drug Delivery,1056,27066.122330582428,43263.730123559326,9
c2766,Network Coding Optimization,3269,28400.96768240373,8246.684878572418,9
c3583,Cryptographic protocol analysis,3149,36200.92843196534,12260.615410958497,9
c2945,3D Dental Imaging,1883,40044.25386568301,45579.10165290201,9
c332,Quantum circuit optimization,3510,31078.023024957696,18460.46206158965,9
c817,Piezoactuator optimization,576,16013.965965278305,28379.5384285188,8
c565,Sports data analysis,1465,44003.451951781,28071.52908598858,8
c3738,Color image algorithms,6,31447.86426315982,31355.57083572961,8
c2620,Satellite optimization,3297,25621.68520216749,8205.329943230325,8
c854,3D Shape Reconstruction,34,30736.00954961732,33730.82445700737,8
c362,Modulation classification algorithms,3373,25023.989725854713,11696.55211593553,8
c1402,Optimizing WDM Networks,3238,28490.435919642612,7401.780439329505,8
c3489,Energy-efficient image compression,2695,32292.516324268938,28245.849431708346,8
c3137,Alzheimer's prediction,2507,47773.415719028955,33089.65194548596,8
c914,Wireless power optimization,305,13078.702865623163,25236.03096395156,8
c2302,Enhancing radar imaging,1116,22730.23899316639,37332.86047480086,8
c1883,AI Algorithms,3026,35633.85736105246,20019.50324106407,8
c2379,Reservoir optimization,719,14286.618828045104,38739.64561380996,8
c1424,Machine learning algorithms,2649,34883.037963178926,26288.589832334135,8
c3624,Chemical toxicity prediction,1686,37307.63668889895,41237.01309237819,8
c676,Surfactant simulations,1052,27630.886335839015,41893.820463280004,8
c1348,Lipid bilayer simulations,1802,33426.84571870118,41605.0887964296,8
c3100,Algorithm comparison,4006,25966.99785690944,27688.346314540308,8
c2782,P2P algorithm optimization,3386,31868.246599133403,9849.046646049283,8
c2207,Information Retrieval Algorithms,2801,40791.03494642373,19363.926993706635,8
c1945,Cutting stock optimization,3659,20799.345534066262,15604.208247871587,8
